episode,reward,avg50,steps,done_reason,epsilon,loss
1,-537.051,-537.051,1858,collision,0.9930,0.00198
2,-515.622,-526.336,2676,collision,0.9860,0.04224
3,-1217.994,-756.889,3926,collision,0.9791,0.06940
4,-1163.885,-858.638,4784,collision,0.9723,0.15115
5,242.940,-638.322,231,goal,0.9655,0.54527
6,-144.698,-556.052,247,collision,0.9587,5.28282
7,-303.425,-519.962,6500,timeout,0.9520,2.58161
8,-607.902,-530.955,2166,collision,0.9454,2.19217
9,239.034,-445.400,248,goal,0.9387,3.34412
10,-281.982,-429.058,6500,timeout,0.9322,3.22799
11,-427.164,-428.886,1096,collision,0.9256,4.68938
12,-293.920,-417.639,2128,collision,0.9192,2.93540
13,-851.995,-451.051,6231,collision,0.9127,3.32468
14,-248.117,-436.556,4836,collision,0.9063,2.74300
15,248.110,-390.911,226,goal,0.9000,1.78469
16,-397.308,-391.311,4384,collision,0.8937,3.26411
17,-752.435,-412.554,2977,collision,0.8874,3.51689
18,-124.999,-396.578,2062,collision,0.8812,3.28580
19,-453.017,-399.549,3316,collision,0.8751,2.86184
20,354.921,-361.825,1480,goal,0.8689,2.78150
21,-255.700,-356.772,5028,collision,0.8628,2.29086
22,-83.875,-344.367,1730,collision,0.8568,3.96537
23,-165.737,-336.601,570,collision,0.8508,3.14090
24,-237.214,-332.460,6500,timeout,0.8449,4.01502
25,325.213,-306.153,602,goal,0.8389,3.20493
26,-104.543,-298.399,6500,timeout,0.8331,3.44513
27,348.816,-274.428,682,goal,0.8272,1.80407
28,245.981,-255.842,206,goal,0.8214,5.37166
29,245.470,-238.555,1496,goal,0.8157,4.11949
30,-18.791,-231.230,2623,collision,0.8100,3.26453
31,264.430,-215.241,308,goal,0.8043,7.14353
32,367.312,-197.036,1489,goal,0.7987,4.34362
33,424.646,-178.197,1500,goal,0.7931,4.00029
34,-13.821,-173.362,6500,timeout,0.7875,4.63438
35,-178.500,-173.509,6500,timeout,0.7820,3.92312
36,407.162,-157.379,2270,goal,0.7766,4.36979
37,31.050,-152.287,1620,collision,0.7711,3.83538
38,327.970,-139.648,1373,goal,0.7657,5.98978
39,329.989,-127.606,1628,goal,0.7604,6.03552
40,211.372,-119.132,3882,goal,0.7550,4.71656
41,-434.807,-126.831,993,collision,0.7498,4.77609
42,229.097,-118.357,364,goal,0.7445,8.73760
43,-19.772,-116.064,300,collision,0.7393,1.20281
44,427.948,-103.700,1761,goal,0.7341,6.52144
45,503.077,-90.216,1184,goal,0.7290,3.75228
46,-163.485,-91.809,304,collision,0.7239,3.62547
47,-31.732,-90.531,1320,stuck,0.7188,8.63137
48,-332.079,-95.563,1251,collision,0.7138,9.28544
49,388.162,-85.691,874,goal,0.7088,4.82520
50,530.555,-73.366,1172,goal,0.7038,5.63288
51,154.311,-59.539,950,collision,0.6989,5.00318
52,322.250,-42.782,570,goal,0.6940,7.54836
53,52.395,-17.374,1034,stuck,0.6891,9.18436
54,530.866,16.521,1667,goal,0.6843,7.44916
55,-135.086,8.961,721,collision,0.6795,5.45278
56,-1071.196,-9.569,1044,stuck,0.6748,8.54735
57,530.719,7.114,1425,goal,0.6700,6.30297
58,298.647,25.245,590,goal,0.6654,7.44405
59,128.018,23.024,1957,goal,0.6607,7.90553
60,484.351,38.351,1301,goal,0.6561,10.03947
61,515.207,57.198,1192,goal,0.6515,9.30334
62,344.525,69.967,784,goal,0.6469,10.11672
63,357.452,94.156,553,goal,0.6424,11.93696
64,232.982,103.778,550,goal,0.6379,11.04807
65,413.903,107.094,988,goal,0.6334,11.18703
66,-291.319,109.214,1082,collision,0.6290,10.73448
67,47.836,125.219,470,collision,0.6246,7.48075
68,16.489,128.049,236,collision,0.6202,16.78628
69,-172.724,133.655,979,stuck,0.6159,8.51327
70,299.188,132.540,914,goal,0.6116,11.38879
71,421.180,146.078,2179,goal,0.6073,11.71780
72,255.674,152.869,273,goal,0.6030,10.70359
73,410.237,164.388,1064,goal,0.5988,8.85161
74,-271.846,163.696,586,collision,0.5946,8.31162
75,622.091,169.633,1795,goal,0.5905,11.90948
76,312.363,177.971,578,goal,0.5863,11.59776
77,544.357,181.882,2247,goal,0.5822,11.14680
78,-158.962,173.783,863,collision,0.5782,10.89461
79,-95.532,166.963,340,collision,0.5741,13.25433
80,531.996,177.979,1260,goal,0.5701,12.90775
81,324.221,179.175,567,goal,0.5661,11.41186
82,592.756,183.684,1966,goal,0.5621,10.80662
83,380.570,182.802,685,goal,0.5582,10.88818
84,-33.816,182.402,502,collision,0.5543,11.00437
85,-109.025,183.792,228,collision,0.5504,6.78786
86,-20.000,175.248,1,collision,0.5466,1.07506
87,518.932,185.006,1392,goal,0.5427,12.29977
88,2.600,178.499,992,stuck,0.5389,13.15980
89,135.219,174.603,1225,stuck,0.5352,11.22996
90,239.121,175.158,152,goal,0.5314,10.55233
91,85.770,185.570,1115,stuck,0.5277,11.54352
92,-1317.350,154.641,2779,collision,0.5240,11.28638
93,563.507,166.306,1397,goal,0.5203,12.50384
94,705.854,171.865,2111,goal,0.5167,10.95858
95,-126.132,159.280,1642,stuck,0.5131,13.97176
96,-32.487,161.900,1939,stuck,0.5095,13.25955
97,219.603,166.927,2444,collision,0.5059,12.74697
98,-649.710,160.574,3472,stuck,0.5024,11.40400
99,257.469,157.961,403,goal,0.4989,12.31888
100,56.529,148.480,969,stuck,0.4954,13.61957
101,-378.262,137.829,1526,stuck,0.4919,12.51451
102,128.943,133.962,1818,stuck,0.4885,13.13603
103,33.308,133.581,1217,stuck,0.4850,11.48250
104,-122.265,120.518,780,stuck,0.4816,12.21077
105,84.335,124.907,1117,stuck,0.4783,11.51267
106,-473.014,136.870,969,stuck,0.4749,12.47850
107,570.284,137.661,1880,goal,0.4716,12.49511
108,-171.237,128.264,1456,stuck,0.4683,11.51148
109,-42.998,124.843,808,stuck,0.4650,10.08823
110,-409.063,106.975,1685,stuck,0.4618,13.71817
111,19.320,97.057,1112,stuck,0.4585,10.65391
112,752.049,105.208,2086,goal,0.4553,13.52176
113,285.820,103.775,622,goal,0.4521,10.58908
114,150.115,102.118,2131,stuck,0.4490,13.76281
115,467.425,103.188,3218,goal,0.4458,13.49667
116,-218.868,104.637,1225,stuck,0.4427,14.46284
117,-416.002,95.361,903,stuck,0.4396,13.53665
118,-646.619,82.098,741,stuck,0.4365,13.52678
119,-215.140,81.250,1200,collision,0.4335,13.58064
120,-43.992,74.387,771,stuck,0.4304,16.18316
121,79.961,67.562,2014,stuck,0.4274,14.90219
122,34.719,63.143,1260,collision,0.4244,13.19455
123,-634.775,42.243,782,stuck,0.4215,12.80397
124,17.541,48.031,1144,stuck,0.4185,13.66594
125,-231.001,30.969,839,stuck,0.4156,14.65972
126,-865.725,7.407,793,stuck,0.4127,16.09729
127,73.177,-2.017,866,collision,0.4098,16.97564
128,-481.606,-8.469,1206,stuck,0.4069,15.85735
129,24.272,-6.073,1046,stuck,0.4041,17.59112
130,-357.150,-23.856,1403,stuck,0.4012,19.73703
131,-97.652,-32.294,927,stuck,0.3984,15.69907
132,-593.379,-56.016,1585,stuck,0.3956,15.10077
133,-16.478,-63.957,673,stuck,0.3929,15.61484
134,-580.056,-74.882,1278,stuck,0.3901,19.77336
135,44.865,-71.804,1385,stuck,0.3874,27.65135
136,-5.301,-71.510,851,stuck,0.3847,21.62948
137,-44.619,-82.781,1546,stuck,0.3820,20.09094
138,-132.134,-85.476,1787,stuck,0.3793,19.32338
139,125.457,-85.671,2487,stuck,0.3767,21.22197
140,-60.300,-91.660,728,stuck,0.3740,26.07112
141,-57.482,-94.525,1000,stuck,0.3714,18.49338
142,611.974,-55.938,1223,goal,0.3688,17.68378
143,-10.979,-67.428,873,stuck,0.3662,23.12097
144,-50.604,-82.557,1607,stuck,0.3637,20.54688
145,84.936,-78.336,1086,stuck,0.3611,20.73385
146,-30.137,-78.289,893,stuck,0.3586,17.42016
147,-69.005,-84.061,964,stuck,0.3561,25.86467
148,580.932,-59.448,1398,goal,0.3536,22.33883
149,548.372,-53.630,1141,goal,0.3511,20.70260
150,17.587,-54.409,744,stuck,0.3486,22.23783
151,242.561,-41.993,1446,stuck,0.3462,17.19141
152,-1.348,-44.598,1118,stuck,0.3438,14.92964
153,655.062,-32.163,1494,goal,0.3414,16.36657
154,303.100,-23.656,1216,goal,0.3390,16.52759
155,268.382,-19.975,1868,goal,0.3366,16.97236
156,75.800,-8.999,1078,stuck,0.3343,18.23042
157,39.028,-19.624,1103,stuck,0.3319,16.96320
158,22.483,-15.750,2361,stuck,0.3296,15.78550
159,568.035,-3.529,1499,goal,0.3273,15.20229
160,-497.246,-5.293,1094,stuck,0.3250,15.25367
161,-601.922,-17.717,943,stuck,0.3227,17.53524
162,-280.365,-38.366,1140,stuck,0.3205,14.60182
163,-20.124,-44.485,942,stuck,0.3182,15.74703
164,198.433,-43.518,1812,stuck,0.3160,14.26076
165,-28.576,-53.438,899,stuck,0.3138,14.14916
166,296.087,-43.139,1505,goal,0.3116,12.71413
167,416.499,-26.489,3349,collision,0.3094,13.66774
168,-37.714,-14.311,2484,stuck,0.3072,11.71758
169,-1714.877,-44.306,4676,stuck,0.3051,11.11972
170,-245.481,-48.335,1599,stuck,0.3030,12.95811
171,41.573,-49.103,388,collision,0.3008,11.75307
172,131.113,-47.175,1402,stuck,0.2987,11.89959
173,419.753,-26.085,3366,stuck,0.2966,10.77234
174,433.730,-17.761,1629,collision,0.2946,10.79237
175,-39.743,-13.936,533,collision,0.2925,7.23389
176,28.701,3.953,242,collision,0.2904,7.12756
177,194.709,6.383,1678,stuck,0.2884,11.61384
178,858.315,33.182,2760,goal,0.2864,13.09065
179,448.424,41.665,1162,goal,0.2844,13.60720
180,72.696,50.262,1402,stuck,0.2824,10.25896
181,716.685,66.548,1996,goal,0.2804,9.95760
182,523.706,88.890,3652,stuck,0.2785,12.00822
183,465.300,98.526,1156,goal,0.2765,12.31378
184,-54.052,109.046,1299,stuck,0.2746,8.07709
185,-45.742,107.234,600,stuck,0.2727,8.14912
186,-108.103,105.178,756,stuck,0.2707,13.50954
187,-163.158,102.807,1692,stuck,0.2688,10.31955
188,60.757,106.665,555,collision,0.2670,13.34092
189,-19.279,103.770,899,stuck,0.2651,12.33733
190,173.453,108.445,1006,collision,0.2632,11.45660
191,-365.196,102.291,1032,stuck,0.2614,9.90547
192,220.101,94.453,971,collision,0.2596,10.61821
193,192.965,98.532,3971,goal,0.2578,9.19133
194,708.767,113.720,6500,timeout,0.2559,11.46342
195,46.445,112.950,1319,stuck,0.2542,11.33196
196,155.763,116.668,1253,stuck,0.2524,8.18864
197,873.487,135.518,2319,goal,0.2506,9.06566
198,75.390,125.407,3135,stuck,0.2489,9.43209
199,692.769,128.295,2463,goal,0.2471,9.21688
200,-569.518,116.553,1555,stuck,0.2454,7.77142
201,743.663,126.575,4288,collision,0.2437,8.39087
202,295.127,132.504,1675,stuck,0.2420,7.43534
203,121.170,121.826,1880,stuck,0.2403,8.72741
204,828.180,132.328,5462,goal,0.2386,7.40225
205,531.342,137.587,1794,collision,0.2369,7.16397
206,353.832,143.148,555,goal,0.2353,6.73147
207,538.996,153.147,2434,stuck,0.2336,7.24043
208,274.000,158.177,1717,stuck,0.2320,8.47281
209,345.725,153.731,956,goal,0.2304,8.93574
210,146.885,166.614,609,collision,0.2287,8.40520
211,551.692,189.686,1135,goal,0.2271,7.13282
212,1161.170,218.517,3329,goal,0.2255,8.37287
213,6.635,219.052,374,collision,0.2240,7.95550
214,75.242,216.588,414,collision,0.2224,8.30054
215,603.759,229.235,1289,goal,0.2208,5.79994
216,359.421,230.501,2129,stuck,0.2193,6.53245
217,113.453,224.441,526,collision,0.2178,5.85727
218,519.340,235.582,2720,stuck,0.2162,5.92351
219,957.087,289.021,2727,goal,0.2147,5.83514
220,995.225,313.835,2395,goal,0.2132,5.98145
221,495.920,322.922,989,goal,0.2117,5.98041
222,-42.261,319.455,926,stuck,0.2102,5.45351
223,-218.747,306.685,2032,stuck,0.2088,4.88244
224,456.167,307.133,841,goal,0.2073,5.72798
225,378.456,315.497,1890,stuck,0.2059,7.88916
226,-41.366,314.096,801,collision,0.2044,7.31487
227,47.946,311.161,2877,stuck,0.2030,5.08691
228,506.941,304.133,2157,stuck,0.2016,6.42575
229,294.031,301.045,1003,collision,0.2002,5.86014
230,509.952,309.790,1808,collision,0.1988,4.69972
231,-79.115,293.874,1092,stuck,0.1974,5.60612
232,458.396,292.568,2174,stuck,0.1960,5.84736
233,454.847,292.359,2967,goal,0.1946,6.16790
234,748.720,308.415,2818,stuck,0.1933,5.51270
235,113.471,311.599,1161,stuck,0.1919,6.81066
236,394.221,321.645,557,goal,0.1906,5.34170
237,1097.978,346.868,2509,goal,0.1892,3.95183
238,988.417,365.421,2321,goal,0.1879,5.48721
239,558.454,376.976,1080,goal,0.1866,9.28433
240,10.955,373.726,1790,stuck,0.1853,5.48171
241,12.299,381.276,1426,stuck,0.1840,6.00754
242,1132.851,399.531,3387,goal,0.1827,4.77946
243,-473.092,386.210,966,stuck,0.1814,7.09653
244,702.444,386.083,1622,goal,0.1801,5.55888
245,312.302,391.400,1191,collision,0.1789,5.44922
246,333.907,394.963,1605,stuck,0.1776,5.12709
247,728.040,392.054,1753,goal,0.1764,6.48403
248,206.700,394.681,1635,collision,0.1752,5.77547
249,1140.767,403.641,2799,goal,0.1739,5.57301
250,1186.387,438.759,4405,goal,0.1727,5.55773
251,1115.671,446.199,2874,goal,0.1715,5.24307
252,611.173,452.520,1182,goal,0.1703,5.96545
253,-35.270,449.391,167,collision,0.1691,3.53546
254,837.559,449.578,1946,goal,0.1679,6.25332
255,239.686,443.745,1413,stuck,0.1667,6.21830
256,1528.301,467.235,3867,goal,0.1656,5.99322
257,831.433,473.083,1813,goal,0.1644,6.56748
258,41.481,468.433,491,collision,0.1633,6.88820
259,-862.176,444.275,1018,collision,0.1621,4.76495
260,-1425.397,412.829,1124,stuck,0.1610,5.58774
261,95.005,403.696,673,collision,0.1599,7.36443
262,778.406,396.040,1790,goal,0.1587,6.80294
263,79.275,397.493,757,collision,0.1576,6.69455
264,-169.556,392.597,2098,stuck,0.1565,4.67759
265,444.630,389.415,1359,collision,0.1554,6.12423
266,611.789,394.462,2391,collision,0.1543,6.71737
267,-602.050,380.152,918,stuck,0.1533,4.75348
268,366.079,377.087,2771,stuck,0.1522,4.93549
269,952.504,376.995,2218,goal,0.1511,5.32489
270,390.287,364.896,2519,stuck,0.1501,7.51588
271,670.696,368.392,3170,stuck,0.1490,5.47262
272,499.153,379.220,1555,collision,0.1480,6.91125
273,337.487,390.345,446,goal,0.1469,12.14745
274,541.250,392.047,1029,goal,0.1459,6.25493
275,64.059,385.759,1494,collision,0.1449,7.25839
276,783.723,402.260,1754,goal,0.1439,4.91763
277,771.490,416.731,1538,goal,0.1429,5.54279
278,1483.140,436.255,3929,goal,0.1419,5.86831
279,680.254,443.980,1668,goal,0.1409,5.29162
280,506.994,443.921,2061,stuck,0.1399,7.38890
281,90.934,447.321,1020,stuck,0.1389,5.68206
282,-20.000,437.754,1,collision,0.1379,0.16369
283,701.826,442.693,1452,goal,0.1370,4.90255
284,529.953,438.318,994,goal,0.1360,6.66956
285,782.883,451.706,1760,goal,0.1351,6.80679
286,566.028,455.142,1957,collision,0.1341,5.86385
287,1011.416,453.411,2263,goal,0.1332,9.17596
288,280.081,439.244,1615,stuck,0.1322,4.93832
289,313.784,434.351,1262,collision,0.1313,8.14221
290,106.172,436.255,1065,stuck,0.1304,5.33484
291,436.854,444.746,2306,stuck,0.1295,6.16577
292,163.688,425.363,1257,stuck,0.1286,5.14143
293,508.120,444.987,2646,stuck,0.1277,6.16810
294,506.492,441.068,902,goal,0.1268,4.85216
295,1145.458,457.731,2749,goal,0.1259,5.49900
296,86.354,452.780,1355,stuck,0.1250,5.99008
297,1042.198,459.063,2410,goal,0.1241,7.46064
298,102.934,456.988,1826,stuck,0.1233,6.76803
299,154.463,437.262,812,collision,0.1224,4.94295
300,457.511,422.685,1126,goal,0.1216,4.96981
301,481.059,409.992,972,goal,0.1207,5.39256
302,268.757,403.144,1529,stuck,0.1199,5.64937
303,856.089,420.971,3212,stuck,0.1190,6.28461
304,410.241,412.425,669,goal,0.1182,9.48328
305,-1.151,407.608,177,collision,0.1174,11.66806
306,11.054,377.263,873,stuck,0.1165,9.16356
307,755.731,375.749,2235,goal,0.1157,6.49746
308,785.098,390.621,1867,goal,0.1149,7.72664
309,481.257,417.490,818,goal,0.1141,8.22121
310,1001.678,466.032,2205,goal,0.1133,7.50639
311,612.496,476.381,2808,stuck,0.1125,6.88977
312,1102.397,482.861,4685,stuck,0.1117,7.98365
313,647.369,494.223,1301,goal,0.1109,6.88314
314,867.298,514.960,3798,stuck,0.1102,7.99892
315,90.965,507.887,430,collision,0.1094,7.26780
316,1508.740,525.826,4698,goal,0.1086,7.56787
317,1415.483,566.177,3522,goal,0.1079,8.20989
318,258.246,564.020,1846,collision,0.1071,7.43684
319,680.586,558.582,1564,goal,0.1064,6.86900
320,420.827,559.192,3102,stuck,0.1056,7.23239
321,-1126.220,523.254,1109,stuck,0.1049,6.71451
322,216.135,517.594,1740,stuck,0.1041,8.39386
323,532.473,521.493,2317,stuck,0.1034,6.79335
324,22.524,511.119,1173,stuck,0.1027,7.55539
325,39.757,510.633,246,collision,0.1020,8.49820
326,951.065,513.980,2461,goal,0.1013,5.52310
327,319.199,504.934,383,goal,0.1006,4.21276
328,-96.237,473.346,2833,stuck,0.0999,7.72127
329,597.579,471.693,1084,goal,0.0992,6.82336
330,672.126,474.995,1306,goal,0.0985,6.48940
331,129.782,475.772,893,collision,0.0978,4.44504
332,267.714,481.527,3541,stuck,0.0971,6.41264
333,-371.274,460.065,1670,stuck,0.0964,6.61573
334,212.469,453.715,1232,stuck,0.0957,5.27640
335,411.127,446.280,651,goal,0.0951,5.75283
336,316.761,441.295,379,goal,0.0944,6.05437
337,212.658,425.319,1659,stuck,0.0937,6.66631
338,254.740,424.813,1237,collision,0.0931,5.57872
339,1305.863,444.654,3253,goal,0.0924,7.19234
340,395.691,450.445,987,goal,0.0918,6.10641
341,853.033,458.768,3191,stuck,0.0911,7.80315
342,1007.610,475.647,2757,goal,0.0905,6.99610
343,967.270,484.830,2197,goal,0.0899,8.37025
344,541.157,485.523,2210,stuck,0.0892,6.42837
345,8.821,462.790,389,collision,0.0886,5.08887
346,847.007,478.003,4343,stuck,0.0880,6.50271
347,453.144,466.222,841,goal,0.0874,8.07670
348,1012.161,484.407,2385,goal,0.0868,6.68397
349,315.978,487.637,716,goal,0.0862,6.29243
350,390.638,486.300,1909,collision,0.0856,7.22421
351,951.164,495.702,5103,stuck,0.0850,6.18958
352,590.017,502.127,1213,goal,0.0844,6.54339
353,1571.905,516.443,5542,goal,0.0838,6.22052
354,396.653,516.171,1561,rollover,0.0832,5.39281
355,869.917,533.593,3085,stuck,0.0826,7.95759
356,63.218,534.636,1056,stuck,0.0820,7.24655
357,782.836,535.178,2363,collision,0.0814,8.54049
358,19.975,519.876,3408,stuck,0.0809,7.77402
359,851.008,527.271,2846,goal,0.0803,5.64489
360,77.885,508.795,577,collision,0.0797,6.05395
361,1334.300,523.231,4684,goal,0.0792,6.71916
362,1162.295,524.429,2865,goal,0.0786,5.85533
363,1021.734,531.916,2244,goal,0.0781,7.17194
364,242.343,519.417,2441,stuck,0.0775,6.87249
365,378.335,525.164,698,goal,0.0770,4.60344
366,1107.403,517.138,2728,goal,0.0765,6.40575
367,120.967,491.247,1478,stuck,0.0759,7.87231
368,774.884,501.580,1877,goal,0.0754,6.22483
369,821.912,504.407,1745,goal,0.0749,7.15727
370,1168.200,519.354,2857,goal,0.0743,6.37272
371,147.169,544.822,1215,stuck,0.0738,9.42014
372,711.107,554.721,1482,goal,0.0733,5.50798
373,1210.757,568.287,4472,stuck,0.0728,7.58496
374,625.808,580.353,1434,goal,0.0723,8.17344
375,1165.431,602.866,3256,goal,0.0718,7.99356
376,506.788,593.981,3138,stuck,0.0713,7.04398
377,1078.769,609.172,2693,goal,0.0708,7.46372
378,-100.669,609.083,1956,collision,0.0703,6.52435
379,1108.420,619.300,2646,goal,0.0698,6.55948
380,643.119,618.720,1278,goal,0.0693,4.86497
381,1208.498,640.294,4397,stuck,0.0688,7.56127
382,1151.637,657.973,2847,goal,0.0683,6.33480
383,524.880,675.896,2331,stuck,0.0679,6.41079
384,517.221,681.991,2014,collision,0.0674,7.10392
385,948.048,692.729,2139,goal,0.0669,6.49990
386,1482.123,716.037,3540,goal,0.0664,5.86049
387,699.329,725.770,1734,goal,0.0660,9.21366
388,810.168,736.879,3357,stuck,0.0655,7.27802
389,665.781,724.077,1292,goal,0.0651,6.99039
390,853.513,733.233,1934,goal,0.0646,6.92678
391,590.043,727.974,1159,goal,0.0641,11.92684
392,86.978,709.561,2121,stuck,0.0637,6.08333
393,1407.823,718.372,3444,goal,0.0632,7.51697
394,677.974,721.108,2801,stuck,0.0628,4.90653
395,638.141,733.695,3722,collision,0.0624,8.00325
396,106.266,718.880,1166,collision,0.0619,7.46209
397,374.312,717.303,3556,stuck,0.0615,5.98057
398,354.096,704.142,2520,goal,0.0611,7.02999
399,-9.860,697.625,137,collision,0.0606,7.31659
